Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ
§Þch Kh¸i Lôc Ngäc Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	28	69	69	29	128	128	167	-10	-10	31												36	99	39	6									4290	4321	4354	4323	4458	4457	20									
§Þch Kh¸i Cöu §¹i C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	30	720	720	31																		36	90	39	6									4288	4324	4459	4377	4292	4460	20									
§Þch Kh¸i TriÒn M·ng Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	160	160	31																		36	95	39	6									4288	4299	4461	4377	4292	4462	20									
§Þch Kh¸i CÈu TÝch B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	140	140	31																		36	85	39	6									4288	4409	4463	4377	4292	4365	20									
§Þch Kh¸i Th¶o Gian Th¹ch Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	80	39	6									129	130					20									
Ma S¸t Quû Cèc U Minh Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	28	18	18	29	158	158	167	30	30	31												36	99	39	7									4290	4321	4335	4323	4351	4464	21									
Ma S¸t Tµn D­¬ng ¶nh HuyÕt Gi¸p	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	30	720	720	31																		36	90	39	7									4381	4324	4409	4331	4378	4465	21									
Ma S¸t XÝch Ký Táa Yªu KhÊu	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	160	160	31																		36	85	39	7									4358	4299	4385	4377	4292	4466	21									
Ma S¸t Cö Háa Liªu Thiªn UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	135	135	31																		36	95	39	7									4381	4466	4467	4468	4292	4469	21									
Ma S¸t V©n Long Thæ Ch©u Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	80	39	7									129	130					21									
Ma Hoµng Kim Gi¸p Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	30	315	315	31																		36	90	39	7									4288	4470	4471	4377	4292	4472	22									
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	31																					36	95	39	7									4367	4411	4473	4380	4474	4345	22									
Ma Hoµng Khª Cèc Thóc Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	32	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	140	140	31																		36	85	39	7									4288	4299	4475	4377	4292	4365	22									
Ma Hoµng HuyÕt Y Thó Tr¹c	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0	30	111	111	31																		36	80	39	7									129	130					22									
Ma Hoµng §¨ng §¹p Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	30	140	140	31																		36	99	39	7									4381	4329	4476	4377	4292	4477	22									
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	315	315	31																		36	85	39	7									4288	4478	4409	4360	4292	4479	23									
Ma ThÞ LÖ Ma PhÖ T©m Liªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	95	39	7									4288	4357	4374	4345			23									
Ma ThÞ NghiÖp Háa U Minh Giíi	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0																						36	80	39	7									129	130					23									
Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0																						36	90	39	7									4288	4299	4480	4291	4292	4365	23									
Ma ThÞ S¬n H¶i Phi Hång Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	140	140	31																		36	99	39	7									4288	4329	4481	4377	4292	4482	23									
L¨ng Nh¹c Th¸i Cùc KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword22.spr	9	1	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	28	46	46	29	86	86	167	0	0	31												36	90	39	8									4288	4483	4292	4291	4409	4484	24									
L¨ng Nh¹c V« Ng· §¹o Bµo	0	2	15	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	630	630	31																		36	95	39	8									4288	4324	4485	4486	4292	4487	24									
L¨ng Nh¹c Né L«i Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	85	39	8									4288	4299	4488	4486	4292	4385	24									
L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0																						36	99	39	8									4288	4489	4490	4486	4374	4491	24									
L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0																						36	80	39	8									129	130					24									
CËp Phong Ch©n Vò KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	28	46	46	29	86	86	167	0	0	31												36	99	39	8									4290	4321	4335	4323	4351	4484	25									
CËp Phong Tam Thanh Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	31																					36	95	39	8									4288	4492	4473	4380	4493	4345	25									
CËp Phong HuyÒn Ti Tam §o¹n CÈm	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	140	140	31																		36	85	39	8									4288	4299	4494	4360	4378	4361	25									
CËp Phong Thóy Ngäc HuyÒn Hoµng Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0																						36	90	39	8									4288	4495	4496	4486	4292	4497	25									
CËp Phong Thanh Tïng Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	80	39	8									129	130					25									
S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	28	40	40	29	114	114	167	-20	-20	31												36	99	39	9									4354	4321	4290	4323	4351	4498	26									
S­¬ng Tinh Ng¹o S­¬ng §¹o Bµo	0	2	15	\spr\item\equip\armor\obj-ma-cloth05-3.spr	24	2	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	30	720	720	31																		36	95	39	9									4381	4324	4499	4357	4292	4500	26									
S­¬ng Tinh Thanh Phong Lò §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	160	160	31																		36	85	39	9									4358	4299	4501	4360	4292	4385	26									
S­¬ng Tinh Thiªn Tinh B¨ng Tinh Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	140	140	31																		36	90	39	9									4288	4502	4503	4486	4292	4504	26									
S­¬ng Tinh Phong B¹o ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	80	39	9									129	130					26									
L«i Khung Hµn Tung B¨ng B¹ch Quan	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	315	315	31																		36	95	39	9									4358	4368	4483	4486	4292	4505	27									
L«i Khung Thiªn §Þa Hé Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0																						36	99	39	9									4381	4380	4506	4345	4507	4500	27									
L«i Khung Phong L«i Thanh CÈm §¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0	30	140	140	31																		36	90	39	9									4358	4299	4508	4509	4292	4385	27									
L«i Khung Linh Ngäc UÈn L«i	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0																						36	85	39	9									4288	4510	4511	4512			27									
L«i Khung Cöu Thiªn DÉn L«i Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0																						36	80	39	9									129	130					27									
Vô ¶o B¾c Minh §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	30	315	315	31																		36	95	39	9									4381	4513	4514	4486	4292	4515	28									
Vô ¶o Ki B¸n Phï Chó	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0																						36	99	39	9									4288	4486	4516	4380	4374	4345	28									
Vô ¶o Thóc T©m ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0																						36	80	39	9									129	130					28									
Vô ¶o Thanh ¶nh HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	90	39	9									4358	4299	4517	4360	4292	4385	28									
Vô ¶o Tung Phong TuyÕt ¶nh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><bclr=blue>TuyÖt §Ønh Trang BÞ<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	30	140	140	31																		36	85	39	9									4358	4518	4329	4373	4292	4409	28									
[TrÊn Bang Chi B¶o] Méng Long Tö Kim B¸t Nh· Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	999	10	0	31																					36	100	39	0									4519	4520	4521	4522	4523	4524	1	1	5							
[TrÊn Bang Chi B¶o] Phôc Ma V« L­îng Kim Cang UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	999	10	0	30	135	135	31																		36	100	39	0									4525	4520	4526	4527	4528	4529	2	2	2							
[TrÊn Bang Chi B¶o] Tø Kh«ng §¹t Ma T¨ng Hµi	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	999	10	0	30	160	160	31																		36	100	39	0									4525	4530	4521	4520	4531	4532	3	3	2							
[TrÊn Bang Chi B¶o] Ngù Long TÊn Phong Ph¸t C¬	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	999	10	0	30	360	360	31																		36	100	39	1									4525	4533	4534	4535	4527	4536	6	6	4							
[TrÊn Bang Chi B¶o] V« Gian Thanh Phong NhuyÔn KÞch	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	999	10	0	30	140	140	31																		36	100	39	4									4537	4530	4521	4538	4539	4540	7	7	2							
[TrÊn Bang Chi B¶o] V« Ma Thu Thñy L­u Quang §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	999	10	0	30	140	140	31																		36	100	39	4									4525	4541	4521	4522	4542	4543	8	8	2							
[TrÊn Bang Chi B¶o] V« TrÇn TÞnh ¶nh L­u T«	0	9	0	\spr\item\equip\waist\obj-waist09.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	999	10	0	31																					36	100	39	4									4525	4544	4521	4545	4546	4547	9									
[TrÊn Bang Chi B¶o] Tª Hoµng HuÖ T©m Tr­êng Sinh KhÊu	0	9	0	\spr\item\equip\waist\obj-waist06.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	999	10	0	31																					36	100	39	5									4519	4544	4548	4527	4549	4550	10	9	2							
[TrÊn Bang Chi B¶o] BÝch H¶i Hoµn Ch©u Tuyªn Thanh C©n	0	7	13	\spr\item\equip\cap\obj-fm-cap19-1.spr	28	2	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	999	10	0	30	315	315	31																		36	100	39	5									4537	4544	4521	4545	4551	4552	11	10	2							
[TrÊn Bang Chi B¶o] Minh ¶o Song Hoµn Xµ KhÊu	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	999	10	0	30	140	140	31																		36	100	39	3									4553	4541	4521	4554	4555	4556	13	12	5							
[TrÊn Bang Chi B¶o] Chó Ph­îc Trïng Cèt Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	999	10	0	31																					36	100	39	3									4525	4541	4521	4554	4557	4558	14									
[TrÊn Bang Chi B¶o] Thiªn Quang §Þa Hµnh Thiªn Lý Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	999	10	0	30	160	160	31																		36	100	39	2									4553	4530	4526	4533	4559	4560	16	14	4							
[TrÊn Bang Chi B¶o] §Þa Ph¸ch Phong Hµn Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	999	10	0	30	160	160	31																		36	100	39	2									4553	4541	4521	4545	4561	4562	18									
[TrÊn Bang Chi B¶o] §ång Cõu Ngù Long Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>TrÊn Bang Chi B¶o<color><enter><bclr=blue>TuyÖt §Ønh TrÊn Bang<bclr><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	999	10	0	31																					36	100	39	6									4525	4520	4563	4545	4564	4565	19	16	1							
